U               I
-1.20500E+0003  3.49000E+0000
-1.19700E+0003  3.52000E+0000
-1.19900E+0003  3.54000E+0000
-1.18700E+0003  3.55000E+0000
-1.17600E+0003  3.59000E+0000
-1.16400E+0003  3.63000E+0000
-1.15900E+0003  3.65000E+0000
-1.15600E+0003  3.66000E+0000
-1.15000E+0003  3.68000E+0000
-1.14300E+0003  3.70000E+0000
-1.13900E+0003  3.72000E+0000
-1.13300E+0003  3.74000E+0000
-1.12800E+0003  3.76000E+0000
-1.12600E+0003  3.76000E+0000
-1.12000E+0003  3.78000E+0000
-1.11200E+0003  3.81000E+0000
-1.11000E+0003  3.83000E+0000
-1.10000E+0003  3.86000E+0000
-1.08700E+0003  3.91000E+0000
-1.08300E+0003  3.91000E+0000
-1.07500E+0003  3.94000E+0000
-1.06700E+0003  3.97000E+0000
-1.06200E+0003  3.98000E+0000
-1.06000E+0003  3.99000E+0000
-1.05500E+0003  4.02000E+0000
-1.04500E+0003  4.04000E+0000
-1.04000E+0003  4.07000E+0000
-1.02900E+0003  4.10000E+0000
-1.01600E+0003  4.16000E+0000
-1.01100E+0003  4.18000E+0000
-1.00400E+0003  4.20000E+0000
-9.92000E+0002  4.26000E+0000
-9.85000E+0002  4.28000E+0000
-9.74000E+0002  4.31000E+0000
-9.63000E+0002  4.35000E+0000
-9.54000E+0002  4.37000E+0000
-9.52000E+0002  4.38000E+0000
-9.45000E+0002  4.43000E+0000
-9.36000E+0002  4.45000E+0000
-9.33000E+0002  4.46000E+0000
-9.26000E+0002  4.49000E+0000
-9.18000E+0002  4.52000E+0000
-9.13000E+0002  4.54000E+0000
-9.04000E+0002  4.57000E+0000
-8.97000E+0002  4.59000E+0000
-8.74000E+0002  4.63000E+0000
-8.85000E+0002  4.63000E+0000
-8.86000E+0002  4.63000E+0000
-8.86000E+0002  4.62000E+0000
-8.86000E+0002  4.63000E+0000
-8.85000E+0002  4.63000E+0000
-8.86000E+0002  4.63000E+0000
-8.86000E+0002  4.63000E+0000
-8.86000E+0002  4.63000E+0000
-8.85000E+0002  4.64000E+0000
-8.75000E+0002  4.68000E+0000
-8.68000E+0002  4.70000E+0000
-8.61000E+0002  4.72000E+0000
-8.60000E+0002  4.73000E+0000
-8.53000E+0002  4.76000E+0000
-8.48000E+0002  4.77000E+0000
-8.45000E+0002  4.78000E+0000
-8.41000E+0002  4.81000E+0000
-8.35000E+0002  4.82000E+0000
-8.27000E+0002  4.86000E+0000
-8.22000E+0002  4.88000E+0000
-8.09000E+0002  4.93000E+0000
-7.99000E+0002  4.97000E+0000
-7.91000E+0002  5.00000E+0000
-7.86000E+0002  5.02000E+0000
-7.77000E+0002  5.05000E+0000
-7.67000E+0002  5.08000E+0000
-7.63000E+0002  5.10000E+0000
-7.55000E+0002  5.14000E+0000
-7.30000E+0002  5.20000E+0000
-7.24000E+0002  5.27000E+0000
-7.11000E+0002  5.30000E+0000
-7.05000E+0002  5.34000E+0000
-6.99000E+0002  5.36000E+0000
-6.92000E+0002  5.38000E+0000
-6.86000E+0002  5.41000E+0000
-6.84000E+0002  5.41000E+0000
-6.72000E+0002  5.47000E+0000
-6.55000E+0002  5.53000E+0000
-6.48000E+0002  5.57000E+0000
-6.37000E+0002  5.60000E+0000
-6.27000E+0002  5.64000E+0000
-6.24000E+0002  5.65000E+0000
-6.15000E+0002  5.70000E+0000
-6.02000E+0002  5.74000E+0000
-5.94000E+0002  5.78000E+0000
-5.85000E+0002  5.82000E+0000
-5.74000E+0002  5.87000E+0000
-5.52000E+0002  5.96000E+0000
-5.45000E+0002  5.98000E+0000
-5.35000E+0002  6.02000E+0000
-5.25000E+0002  6.06000E+0000
-5.13000E+0002  6.08000E+0000
-5.10000E+0002  6.13000E+0000
-4.97000E+0002  6.17000E+0000
-4.89000E+0002  6.21000E+0000
-4.87000E+0002  6.22000E+0000
-4.83000E+0002  6.23000E+0000
-4.81000E+0002  6.24000E+0000
-4.78000E+0002  6.25000E+0000
-4.74000E+0002  6.27000E+0000
-4.61000E+0002  6.32000E+0000
-4.33000E+0002  6.42000E+0000
-4.24000E+0002  6.49000E+0000
-4.15000E+0002  6.51000E+0000
-4.36000E+0002  6.46000E+0000
-4.40000E+0002  6.41000E+0000
-4.48000E+0002  6.37000E+0000
-4.52000E+0002  6.35000E+0000
-4.46000E+0002  6.40000E+0000
-4.08000E+0002  6.54000E+0000
-3.87000E+0002  6.65000E+0000
-3.76000E+0002  6.67000E+0000
-3.77000E+0002  6.67000E+0000
-3.96000E+0002  6.59000E+0000
-4.02000E+0002  6.57000E+0000
-3.93000E+0002  6.61000E+0000
-3.77000E+0002  6.67000E+0000
-3.66000E+0002  6.69000E+0000
-3.64000E+0002  6.73000E+0000
-3.55000E+0002  6.76000E+0000
-3.49000E+0002  6.73000E+0000
-3.46000E+0002  6.81000E+0000
-3.35000E+0002  6.85000E+0000
-3.24000E+0002  6.91000E+0000
-3.22000E+0002  6.91000E+0000
-3.19000E+0002  6.93000E+0000
-3.05000E+0002  6.98000E+0000
-2.91000E+0002  7.03000E+0000
-2.87000E+0002  7.06000E+0000
-2.81000E+0002  7.09000E+0000
-2.74000E+0002  7.12000E+0000
-2.65000E+0002  7.16000E+0000
-2.49000E+0002  7.23000E+0000
-2.43000E+0002  7.25000E+0000
-2.38000E+0002  7.28000E+0000
-2.34000E+0002  7.30000E+0000
-2.22000E+0002  7.35000E+0000
-2.07000E+0002  7.37000E+0000
-2.03000E+0002  7.44000E+0000
-1.93000E+0002  7.48000E+0000
-1.85000E+0002  7.52000E+0000
-1.78000E+0002  7.55000E+0000
-1.67000E+0002  7.60000E+0000
-1.61000E+0002  7.69000E+0000
-1.54000E+0002  7.63000E+0000
